ela_mean,ela_std,ela_max,ela_high_pixel_ratio,metadata_anomaly_score,file_size_kb,page_count,font_count,image_count,creation_to_mod_delta_days,has_javascript,has_encryption,text_extraction_failed,label
28.33582503314694,14.041531413582412,65.69783951306562,0.10232102593369526,0,946.5046451078618,24,8,1,54.2752511786051,0.0,0.0,0.0,0
31.33369903079024,17.69828470624128,135.6299326716117,0.07359145324676092,0,890.1310267519711,7,9,6,349.83438010514726,0.0,0.0,0.0,0
31.790642055457702,7.972537688728172,54.1935875075102,0.009460343289619639,1,4923.460422715174,3,2,13,112.89729790213364,0.0,0.0,0.0,0
54.654510259770746,6.249151872381429,138.34647629860606,0.06724785830541333,0,3151.632929911391,23,2,5,251.01854548715465,0.0,0.0,0.0,0
146.98498581387656,52.11001405886191,251.02767706096597,0.5118460742333615,2,614.7581764654868,1,1,2,-1.0,1.0,0.0,0.0,1
43.538001085576695,14.385645562404827,84.67600719200686,0.12936065284396336,0,160.39343924828574,20,2,2,303.69486981485323,0.0,0.0,0.0,0
41.431777328485126,7.935614432715847,147.01644645240856,0.10944094306257958,0,3634.6410449701407,13,4,12,7.256166674507346,0.0,0.0,0.0,0
191.76383872686858,35.056241955824376,239.97591024561106,0.2781636527662749,2,758.811589591619,4,0,1,0.0,0.0,0.0,0.0,1
38.76795865645493,13.581247386053318,77.59226943805469,0.1152871996369803,0,3477.1538154643504,8,1,12,241.31634762647423,0.0,0.0,0.0,0
203.62232112059007,52.41173166085335,245.01216540759845,0.2851022636716588,4,546.1757767229259,1,2,1,0.0,1.0,0.0,0.0,1
213.6265186331868,33.60108101828861,210.63338793360148,0.6212187160611076,2,282.5125121324238,4,0,2,-1.0,1.0,0.0,1.0,1
16.69260594003166,5.273439296539946,57.53590603524623,0.10375715957533681,0,3762.0582098763607,3,5,6,280.68040654088634,0.0,0.0,0.0,0
38.107237691379254,16.054077800910804,61.47419583381919,0.01892064870242281,0,1380.8646476460826,8,4,2,72.34528681096467,0.0,0.0,0.0,0
51.919954424334605,20.53196964393376,82.72573736996642,0.09872961123200501,0,2559.8859122860067,26,9,11,269.3034705692353,0.0,0.0,0.0,0
84.88289657998443,31.955121767112168,251.19744651802017,0.827168064691679,2,575.6662556036488,1,0,4,0.0,1.0,1.0,0.0,1
57.58827580711634,20.815461274640683,87.39278697067837,0.08442189164304449,0,254.07767929534893,12,1,8,311.03392794700426,0.0,0.0,0.0,0
11.118326724721463,5.996157551668437,76.36754585954891,0.009750823411620946,0,4172.236404575378,14,2,2,241.69784828481926,0.0,0.0,0.0,0
47.31814421566207,11.23143479164458,134.56535222773425,0.03894049255627178,0,1913.2540644774351,5,8,8,152.82372731460472,0.0,0.0,0.0,0
165.1976273169945,37.98753155222173,199.60881365755102,0.5673555169781065,2,344.01565808745147,4,1,0,-1.0,0.0,0.0,0.0,1
176.00674184640786,49.07475050234761,189.5794548467347,0.7306198214877584,5,316.7356627290492,3,0,0,-1.0,0.0,0.0,0.0,1
59.30005319114355,20.067563705178834,87.62595855309158,0.012525107504800315,0,2814.101036192235,27,3,6,158.57492323821904,0.0,0.0,0.0,0
35.346021898091735,13.188241436340366,131.08785810079183,0.1253738891865774,0,3483.4093844952863,24,8,9,301.04756754139214,0.0,0.0,0.0,0
33.0516784048906,11.517802867872856,97.56550309249171,0.09042112984001391,1,4691.93456862521,12,2,12,170.76495190159568,0.0,0.0,0.0,0
216.54654021492104,79.4144294676953,239.6170312279873,0.6088874390637619,3,776.7904680926081,1,0,0,-1.0,1.0,0.0,1.0,1
40.613261436493815,10.711753595881126,115.35622219580249,0.09833488514354599,0,543.3210830050888,2,6,3,56.11693667846186,0.0,0.0,0.0,0
152.47164570567216,51.28426195592169,207.61826588588372,0.7102169922719075,2,768.218706423496,1,2,1,2.0,0.0,0.0,1.0,1
168.5600773113468,51.53554178046734,189.46567379333956,0.7058624260202726,3,116.45688543372711,3,0,4,-1.0,0.0,0.0,0.0,1
48.11425976158622,5.783010885541559,143.59731082094675,0.014259768488559076,0,710.3131152570061,29,8,5,30.037142471561253,0.0,0.0,0.0,0
56.049726054828795,18.891908545065707,122.89810616558164,0.1292536355681018,0,4045.00097414018,29,9,12,77.88857201112668,0.0,0.0,0.0,0
43.172916150804625,22.425458152347893,132.7480959757006,0.05401765732335057,0,823.4936320662102,14,2,12,194.49889289395003,0.0,0.0,0.0,0
42.962226852543594,11.89573857309073,139.3648649090481,0.04372753922267885,0,543.6683131022178,29,1,11,4.223852545673648,0.0,0.0,0.0,0
48.98241028739835,10.119073304998604,65.0311551267763,0.05247131230307915,0,752.90900308177,24,1,5,206.82946832475278,0.0,0.0,0.0,0
18.41055462167708,21.671482192914734,69.510882002421,0.13389169920662206,0,3401.034923939591,11,9,12,364.600215413523,0.0,0.0,0.0,0
180.69362622700416,45.01799108616505,236.53569816844941,0.24802989438879705,3,106.62765242615872,2,2,3,1.0,0.0,0.0,0.0,1
12.731721000048616,24.461563259446656,72.6125331249672,0.04562980794544213,0,1190.562477480882,19,6,14,69.75832896604096,0.0,0.0,0.0,0
23.17367228469241,5.756402731040707,62.305212359032495,0.14795248844162429,0,620.7403971782942,5,2,11,308.20685526454423,0.0,0.0,0.0,0
188.5790773854473,33.04363326457005,232.9001412608476,0.7328125547896611,4,20.220144897531235,1,1,0,-1.0,0.0,0.0,0.0,1
24.79714444293283,14.183784674651235,91.10936088804398,0.10828938412735191,0,2472.4134224048175,13,1,6,0.7271293549606478,0.0,0.0,0.0,0
46.72219660377957,12.687100770482697,52.519341395922936,0.1258495991577016,0,3533.3139091638022,14,2,12,35.59272885892757,0.0,0.0,0.0,0
38.48597032667428,15.6748396155533,95.24344951175499,0.14648146595168457,0,944.1045219998082,20,2,6,215.12404237334843,0.0,0.0,0.0,0
26.71191593480304,20.69793954222935,120.76809347409157,0.11829224470086096,0,2228.9850398796784,4,7,0,158.41706865346447,0.0,1.0,0.0,0
46.87026030469095,8.645677569519162,106.39650920188365,0.12610649788168965,0,2699.9110418768414,25,1,12,216.66124554722776,0.0,0.0,0.0,0
30.0106137924836,20.665959659120954,76.59284506321188,0.14854984556904724,0,3037.4675921805488,23,1,1,43.94146625801749,0.0,0.0,0.0,0
56.24884741175174,20.713382997556383,82.57795437456183,0.12255007252464459,0,1667.5268358674737,22,5,14,17.725394002916516,0.0,0.0,0.0,0
16.589333431705512,7.444683857090522,99.3974988305266,0.0414615811640512,0,2285.601589181956,2,7,11,350.5596159375733,0.0,0.0,0.0,0
39.85753522415737,14.150908147468241,84.07634893488873,0.07017214442714576,0,2218.7056180502727,2,8,9,179.88115270331235,0.0,0.0,0.0,0
110.05557683429106,52.543711570111995,232.0036683145858,0.7446754136434552,5,488.30768524895495,4,0,1,-1.0,1.0,0.0,0.0,1
25.043915490838483,10.696809887549353,53.68869473545328,0.09143465009698452,0,304.8198186874473,5,1,0,87.44009009344494,0.0,0.0,0.0,0
125.74585778761673,66.40999767664506,228.99414578012522,0.3058201855384385,5,448.9815980626944,2,0,0,-1.0,0.0,0.0,0.0,1
29.058750048259004,19.377559607882702,138.38761119858816,0.0007818777715387415,1,2581.9999236119634,23,5,7,170.49284769470853,0.0,0.0,0.0,0
33.609891930908766,19.539077374662,149.93299214930857,0.14853984595933922,0,3710.9531239073317,3,3,12,198.47329641030933,0.0,0.0,0.0,0
109.16660004839504,43.810908425547495,233.37911937954283,0.5940729412960415,4,243.57027175604756,4,1,0,-1.0,0.0,1.0,0.0,1
38.266512728580494,14.278649733766724,147.2005329631537,0.09127909090446998,0,614.7741351952702,18,5,3,152.56632586272679,0.0,1.0,0.0,0
204.34779992782887,71.1610488976218,208.25063606218006,0.2029206104387981,4,334.65352922751106,2,0,2,1.0,0.0,0.0,0.0,1
24.24364509809614,11.14579929852573,130.30258978326634,0.08087419150128818,0,3071.152227389046,18,2,0,356.5047121118413,0.0,0.0,0.0,0
121.06303079528719,34.47279069930083,211.89824672753477,0.5989172605883692,2,419.5409758378647,4,0,4,-1.0,1.0,0.0,0.0,1
40.053839950319635,16.12231082974426,90.46554179046666,0.06435719909581734,0,2306.6188126993093,20,6,10,144.5075700283795,0.0,0.0,0.0,0
28.337603821297005,9.741407823483561,94.72729681571221,0.01085645897911837,1,1155.1142352933366,26,2,12,233.5179485732042,0.0,1.0,0.0,0
169.0260587182006,44.21725509724686,228.99346615169443,0.3367610990658136,4,97.54116624094203,1,2,1,-1.0,0.0,0.0,1.0,1
51.7511794185847,7.948255672679667,120.81699218355708,0.06531982876079677,0,3450.34486055018,4,2,4,333.7723089505161,0.0,0.0,0.0,0
34.15070564219752,22.736630789379184,87.8347581682647,0.1124588620175315,0,2406.4806756477556,28,8,1,76.84289828082375,0.0,0.0,0.0,0
26.07665044191704,5.693014196280341,62.722488693701074,0.13720418405055856,0,2295.185407595115,8,4,5,245.30171847153343,0.0,1.0,0.0,0
59.03241097820248,12.005447413386552,95.21829393601078,0.020027332702922934,0,3888.2770972328485,11,9,2,138.06997119424864,0.0,0.0,0.0,0
28.558080739287092,22.395263533634214,123.04963609587902,0.09715697565943822,0,3782.4140228954925,13,2,8,49.859329832678,0.0,0.0,0.0,0
